ID,Group,Feature_1,Feature_2,Feature_3
ID061,A,2690.6119241891834,414.27092345982203,5980.804318207989
ID062,C,2697.774463158805,405.47600890526036,-2290.8789231571304
ID063,B,2466.954137161632,398.04522929488127,4921.884572949843
ID064,C,2491.558993555711,391.8835607608075,-2089.5688055205624
ID065,A,2405.310024411165,389.33754858232993,5306.152541272233
ID066,C,2546.8214165614845,378.78971690465795,-2170.513147067413
ID067,C,2779.138733746053,402.0454829513175,-2359.417462641252
ID068,A,2597.9057936950203,395.08657817029314,5826.582646360379
ID069,C,2388.8773442726456,397.6200986913735,-1973.8062463264278
ID070,B,2595.154708518715,405.4656028305395,5186.988859796431
ID071,C,2658.695371677251,402.20644065426984,-2280.8356055814784
ID072,B,2300.5977402323465,382.67125665192543,4590.419333437336
ID073,B,2369.5718697646153,406.60695768341293,4732.523312395348
ID074,C,2360.419965730994,374.0810802221263,-1989.33815117813
ID075,A,2455.0216638011775,412.75072909105177,5292.7912851268375
ID076,A,2445.0189926685835,396.93659165505443,5355.423658350854
ID077,B,2421.937344110138,395.4147375543012,4852.346176214292
ID078,A,2471.831026365776,384.97639695805384,5478.2007323587995
ID079,C,2484.8709040380572,391.48028591271486,-2098.6180892812085
ID080,B,2594.958384580806,406.76658354917856,5194.836645130696
ID081,B,2476.524218679339,425.49678900877615,4982.571442984184
ID082,A,2662.449484163571,405.1093441325106,5954.886800433106
ID083,B,2455.2619861212534,413.8578580117966,4900.39413352775
ID084,B,2347.0466041595464,400.7805080167282,4702.240028265779
ID085,A,2667.588005630678,376.0705433372122,6120.727964417726
ID086,A,2617.6200222171847,394.6166297245972,5866.246968590258
ID087,B,2345.568601231121,414.7008984745608,4688.202861990231
ID088,C,2430.2598205505847,390.84443129512164,-2056.907676291179
ID089,B,2589.795695445753,407.73167460158425,5154.369569521037
ID090,B,2634.225083928554,411.74881898900054,5265.136094770245
ID091,B,2629.864939300867,399.72553352198025,5274.609980791621
ID092,C,2498.2293852374696,383.0806237209366,-2101.198267681569
ID093,A,2536.674592493407,395.2783519806111,5624.872765549048
ID094,C,2567.0313000707315,403.172968100466,-2163.2355819520244
ID095,C,2579.318368988648,415.5728255760461,-2155.704675752022
ID096,B,2351.4426777688336,399.01706657100897,4711.750154673822
ID097,C,2524.8764170789054,399.68340729764697,-2120.3160099077463
ID098,C,2497.190316850019,383.820630607104,-2105.0602396661693
ID099,B,2570.325668774744,402.28569583326,5122.171785244327
ID100,C,2543.966429384428,397.86954395149877,-2163.551123697422
ID101,A,2397.469446478629,402.56008086546876,5178.892691288938
ID102,C,2489.658798226455,378.7513997280362,-2128.479014001731
ID103,C,2569.840893004792,421.24794890193823,-2151.2258008979106
ID104,B,2431.1587271635926,374.47967293815054,4851.878586422886
ID105,B,2532.941774061344,404.74762468878595,5061.0579232961645
ID106,C,2638.918332029498,389.90684023255426,-2250.8742868997974
ID107,C,2577.1131723565404,392.7110168729103,-2183.8608353626896
ID108,A,2300.531467776116,394.14687762643484,4935.645036069497
ID109,B,2551.690718337469,389.95387081067196,5095.602473655116
ID110,B,2417.352825766009,375.284558183636,4833.144293552868
ID111,A,2440.4904213769255,414.38433187218635,5252.586144691801
ID112,B,2404.8992608645876,373.53843291515034,4822.812752881491
ID113,A,2621.3061407008827,398.4960569212803,5872.389794941638
ID114,B,2471.445965108139,397.2907659136996,4936.945176194867
ID115,C,2460.744296415364,421.6495413428034,-2041.4503937668126
ID116,C,2384.434470095616,371.3674673154072,-2002.3827359535146
ID117,A,2515.6777755752605,374.0588326366596,5691.041240622481
ID118,B,2642.945669720388,368.2607976661969,5279.795451479325
ID119,B,2360.675842091174,419.66503763209494,4723.445161946878
ID120,B,2264.771702242921,396.399370546051,4529.075117267439
ID121,A,2663.7441186295578,409.700433082092,5957.697251276973
ID122,B,2467.476330416746,396.309255877197,4920.493104876743
ID123,B,2426.4281796047217,405.06474661410294,4870.611417223081
ID124,A,2522.199912866232,393.9763120974215,5599.791173055956
ID125,C,2518.8744359358893,393.6914006368337,-2108.3679134532254
ID126,B,2668.638836714996,405.4598331413344,5342.880474875737
ID127,C,2638.039618454407,409.3017312502988,-2243.997391098939
ID128,A,2700.222948349183,403.96356952015674,6094.877944985912
ID129,B,2471.4770946040653,398.90570568710683,4942.343695898611
ID130,A,2545.157815198077,401.5552342271297,5620.677339164726
ID131,C,2617.247913888988,404.4949176034345,-2211.6443893130045
ID132,A,2377.810705919403,388.4400190680744,5185.202552938119
ID133,A,2460.2284982093247,382.00361765430165,5481.537021470116
ID134,C,2532.021353118716,417.5920302493142,-2136.852450760159
ID135,A,2646.6522238252787,396.41395034407634,5957.776449071097
ID136,C,2391.4259678043945,379.77590401765406,-2016.1085168953796
ID137,B,2646.696652108371,416.8821698335996,5298.622888590776
ID138,A,2615.1842963508184,404.1786989643739,5817.857553585796
ID139,A,2542.686459404853,395.5071539355503,5669.9358921383755
ID140,A,2575.8045185496917,410.8667794713764,5675.919176424777
ID141,A,2681.746664804635,395.0794356023157,6065.276185461825
ID142,A,2271.5473675921144,389.01081869590894,4873.396069322351
ID143,A,2348.2709403465947,395.42464182604874,5068.401140512691
ID144,B,2536.5395393616172,410.87733860827353,5070.175000699308
ID145,A,2622.952384803574,416.3275329545445,5788.880529074232
ID146,A,2518.460093308784,376.26060339895423,5690.4658016480425
ID147,A,2431.6801473392497,404.2237322365866,5259.63641083915
ID148,C,2541.645319662974,430.56696528757203,-2124.0043280280297
ID149,C,2361.1520668568223,409.0614892198937,-1959.2726213043895
ID150,B,2426.7174202781725,410.09277129024935,4855.690735413066
ID151,B,2607.662904659031,395.2597369778239,5227.442968807362
ID152,A,2441.411544053605,381.3750444493819,5399.770948585025
ID153,C,2329.1847659373216,398.9441697756926,-1947.3862575102428
ID154,C,2470.381199745092,406.49270869243367,-2045.286834913736
ID155,B,2661.92510208098,396.737810344179,5327.1297812579305
ID156,C,2525.117759643521,396.37568266947227,-2140.6295438733205
ID157,C,2477.7922786690497,380.67917937117244,-2069.7852227239623
ID158,A,2552.2969187391373,401.5561670841094,5651.77714940838
ID159,C,2292.5103508174943,426.0750297246385,-1864.5256926117859
ID160,A,2617.133082457452,409.5031254010293,5806.872842874569
ID161,A,2302.8238730654107,410.38837322889975,4873.962715797863
ID162,B,2431.108059973337,402.7297740734587,4884.544450237759
ID163,C,2607.3806984697017,384.4850240703077,-2214.78993212878
ID164,B,2644.3728281520443,427.6821511453365,5273.2524231573225
ID165,B,2458.53741945155,387.685920527273,4925.040765494929
ID166,A,2545.539046487967,376.85125092082404,5742.825049315415
ID167,B,2518.6073575982496,392.96595667401766,5039.340135246609
ID168,B,2289.337478650426,376.1595597718085,4575.73327762098
ID169,C,2454.8991139449768,396.7973791083581,-2059.763890732796
ID170,A,2430.0184942229575,366.6319076671293,5451.123604923995
ID171,B,2613.017583618026,403.6260193172267,5223.615203037474
ID172,B,2444.0173977450618,417.2755874777684,4867.229902765937
ID173,A,2556.8261163027782,396.3660921839902,5687.242975631422
ID174,C,2363.6459971553213,410.64107436874895,-1964.917305980983
ID175,B,2423.3911872987896,392.86786772090704,4861.835661578102
ID176,B,2515.6144556666623,407.1453493731454,5049.974783948818
ID177,C,2373.1327550738047,398.76957652378803,-1953.3824417060364
ID178,B,2650.9677894817837,405.1632438411016,5299.366897317794
ID179,C,2646.4007078229706,380.2680176225057,-2289.418776241793
ID180,C,2509.948320571037,405.8903252215943,-2112.3388067280666
ID181,C,2503.405098898584,379.0447240231065,-2125.1608453307376
ID182,B,2444.4492768405016,406.5381478223005,4900.284500447304
ID183,B,2494.5431738031607,400.98654418054616,4989.311725676205
ID184,C,2455.4376500048024,382.4424713334741,-2078.8948893758984
ID185,C,2466.717786798752,386.4440881457155,-2092.708337271324
ID186,C,2531.132146574352,416.9544599236185,-2121.2434246480743
ID187,B,2506.9856996736144,386.11611756526264,5017.355681698903
ID188,B,2547.86236173265,396.9108384905742,5094.322892503961
ID189,C,2406.975682095691,403.36494208370846,-2014.6102502069534
ID190,C,2449.7769994441987,368.85983175106037,-2084.9468794516165
ID191,A,2507.8945394754505,389.7284180318924,5569.727920661156
ID192,A,2489.391041222932,407.68308613974125,5428.193524057191
ID193,C,2484.9263924873976,390.850909081945,-2108.1123392830737
ID194,B,2465.432398828366,409.75559558227496,4946.710460506958
ID195,C,2654.519633885536,390.5871898265697,-2274.195736031769
ID196,C,2538.6000752849113,407.80819252371066,-2138.4172311602815
ID197,B,2564.5988279563066,408.3685991957145,5117.318290019082
ID198,B,2394.234691467659,404.7147858983636,4776.480405624614
ID199,C,2328.36710861365,407.99512888680437,-1929.9613182849446
ID200,C,2612.384288016462,385.2790988247385,-2227.0191458794643
ID201,B,2560.882023934455,364.2787837943915,5127.921139326391
ID202,C,2492.906307556529,410.29441542073033,-2092.692949452291
ID203,A,2572.7496192038748,415.60523853159305,5633.82597378639
ID204,A,2736.4387200533674,416.17574452797794,6150.62298424204
ID205,A,2546.6176264182027,382.32258182135286,5736.286039757991
ID206,A,2582.3952829557034,378.23025354655545,5857.078300704025
ID207,B,2247.209841234367,410.59198638549833,4501.131573187365
ID208,A,2654.6096359035623,409.8181042631875,5906.470839716634
ID209,A,2455.736641652187,407.3167762060244,5323.644725520165
ID210,A,2555.7013867917503,414.6706047242525,5597.502335699702
ID211,B,2424.6770170278346,393.97605417106433,4856.653572830661
ID212,C,2373.6977395333033,389.4059953824175,-1972.165988169668
ID213,B,2493.5445036627025,396.159744403633,4965.292039938656
ID214,B,2504.5056472842653,404.15601376909285,5029.524006192613
ID215,B,2494.8121700292445,387.278806236676,4992.19211983082
ID216,A,2486.715060722186,417.09055889023034,5386.282685598522
ID217,B,2478.7080579963153,395.1235156049505,4958.801312669878
ID218,A,2579.013422948335,395.147307398533,5761.0723981704805
ID219,C,2461.1047824922803,361.41061323426027,-2090.0227732906105
ID220,C,2651.2079247407396,407.7944070796986,-2249.064818217539
ID221,A,2309.467308879035,394.21454391792076,4948.280408079238
ID222,A,2607.004393458967,379.6570455658907,5935.656512579356
ID223,C,2529.784199512897,448.36768111778923,-2076.9227434526933
ID224,B,2458.0395319725226,404.98302455654357,4917.418860243553
ID225,B,2297.486465123708,393.1255553060385,4605.3451186855555
ID226,B,2379.204675080805,409.8283401723593,4757.148427415157
ID227,B,2372.9872284146304,391.2215277400636,4739.506810904143
ID228,B,2636.6483604894906,376.0725470532951,5265.663817698413
ID229,C,2663.163257006011,409.1947720622751,-2240.6189580409477
ID230,C,2463.3437058735794,426.5734772351423,-2029.3409338385813
ID231,B,2353.663234663969,398.23695759109467,4727.5628240279575
ID232,C,2417.5277910937684,389.2526555414495,-2024.479396154913
ID233,A,2456.155216581558,410.9757851436842,5299.891173677237
ID234,B,2507.3891769415713,397.9804547339626,5000.954691024682
ID235,A,2558.102792327933,420.0873896014943,5566.442944316085
ID236,B,2677.6566983111866,412.40667098752476,5351.95615983354
ID237,B,2651.7032504816793,384.54785626761577,5296.308766976748
ID238,C,2625.2350690377,388.821545729503,-2245.850501219928
ID239,B,2335.2418320215043,407.1184097606331,4690.9390688668345
ID240,C,2350.1456190047206,420.40192886153363,-1929.2891821658811
ID241,A,2583.048687909968,394.98688240493715,5768.341036760737
ID242,C,2403.753255173977,410.16098642343684,-2016.8817678027501
ID243,B,2523.664751518783,387.2116806299711,5035.239134351652
ID244,B,2488.411048283095,364.07705260439803,4997.538341647089
ID245,A,2663.056500704522,437.44253317144387,5805.9190310148215
ID246,B,2465.713661444074,430.5085485193075,4926.9323162520495
ID247,A,2549.633754719657,411.6817030534266,5586.8832598147
ID248,C,2464.688173914379,397.889828569814,-2044.5947816765308
ID249,A,2574.8244542499065,406.07635853659093,5684.70294649022
ID250,B,2272.0761427032453,385.5638778121168,4541.420299744338
ID251,B,2711.301478721585,424.02030656558134,5428.866426832447
ID252,C,2610.0753775573944,396.93857174400705,-2216.7579364648814
ID253,A,2436.6522854272594,391.4442502099668,5364.069562374508
ID254,A,2588.666826096775,415.12053764504515,5693.781826311278
ID255,A,2248.898295577725,389.54710266829227,4791.4413635657265
ID256,B,2468.8041091598134,417.8801800535829,4926.723961280912
ID257,A,2583.481415473501,407.1909676018892,5723.804177748291
ID258,B,2345.703571795654,397.73393380871255,4689.177774737874
ID259,A,2449.0793083912504,406.04630621184293,5289.857389376392
ID260,B,2397.051593933411,393.25119504755355,4789.073477221064
ID261,C,2555.171478550321,399.54738336970263,-2155.54468016646
ID262,C,2551.425579439867,420.44042481774625,-2128.073636491842
ID263,C,2578.5690172461364,394.280675123657,-2187.784498473998
ID264,A,2530.599778505504,406.74421242934125,5560.5604045166865
ID265,B,2518.6573130079837,399.42779919600105,5017.604418753841
ID266,A,2582.820387179346,410.0297539229785,5689.530738753118
ID267,A,2473.837261191312,401.47406263341304,5403.903277106054
ID268,C,2558.689156350376,390.99940942282,-2173.078264388855
ID269,A,2457.7030171158244,386.48388636816406,5447.775126802894
ID270,C,2387.076549793105,380.27271542529036,-2005.663470701187
ID271,B,2694.049604544777,396.1406504682893,5404.3602211222105
ID272,A,2636.9139585665093,367.9531273188287,6062.45807116002
ID273,C,2605.0354774230077,379.8320542118759,-2221.3134159325714
ID274,C,2473.906969480333,426.93335834137747,-2063.2759356581714
ID275,A,2458.670980347851,360.5934500203845,5587.868977953338
ID276,C,2411.2309288543806,388.93227959819865,-2014.1115843889618
ID277,B,2504.9757292193863,392.1716696257151,4995.253943476874
ID278,A,2523.0668701807053,423.28795950845836,5464.3303850372995
ID279,B,2585.900227463577,377.468745670651,5150.023156282175
ID280,A,2526.605289999114,404.6310525870322,5545.840032068073
ID281,B,2520.363354034978,393.7294256538846,5035.063674451693
ID282,C,2594.5014059540854,399.4599531347881,-2193.8610835575787
ID283,C,2522.6548474655406,394.5015356102152,-2115.1762962386497
ID284,C,2550.482622143069,383.67931928704036,-2188.296324240196
ID285,C,2541.4087031756985,412.7301532895919,-2150.90066678504
ID286,C,2534.4094539407397,408.838666525664,-2116.216161665947
ID287,C,2599.6064955623083,407.6028810969034,-2214.459727937107
ID288,B,2660.200039710048,403.4018232778077,5327.482896783689
ID289,A,2391.055646908093,410.80069330304144,5121.515886104837
ID290,A,2463.469088797799,393.95660608287443,5428.244849039834
ID291,B,2366.9187493982254,402.050643437405,4735.3528955601005
ID292,B,2497.4628769339156,410.7849476435416,4981.240317234537
ID293,C,2300.072804414745,418.9243237694438,-1888.8109389721687
ID294,C,2521.548673086919,391.9498808698502,-2148.19737361863
ID295,B,2397.351112788759,371.80873616258685,4788.694440606296
ID296,B,2444.7632842597995,394.6369093713961,4887.362557462293
ID297,C,2556.0452324238277,395.55145712131105,-2167.056333955712
ID298,A,2538.0643516252817,385.40420775004264,5691.624415396357
ID299,B,2306.003170894528,415.0822919673031,4590.978952988108
ID300,C,2413.079077917947,378.7703684695051,-2040.905650522571
ID301,B,2381.6029590237385,405.1447620945256,4754.238080694133
ID302,C,2459.7486285271266,388.54251294453854,-2056.500824452851
ID303,C,2380.374267032921,373.9270278156505,-1983.4112977586965
ID304,B,2444.9578443264813,405.52932666532575,4895.279853408204
ID305,B,2610.7721476135657,415.52598213966303,5239.815948802805
ID306,B,2406.433154229167,405.25325767442257,4825.258837012176
ID307,B,2472.075251807605,364.59082701725464,4942.129627649977
ID308,B,2547.137331230496,429.78864445368663,5101.774994657023
ID309,B,2562.8973116923416,386.1035022165317,5114.201072896226
ID310,B,2520.9558178368,405.77613797212763,5042.042448703731
ID311,B,2547.893734069071,396.5885824474158,5085.067181539125
ID312,B,2611.841985343176,436.20414364059116,5217.890554265447
ID313,B,2454.4837122333834,402.1221443552941,4925.251332662851
ID314,B,2695.094827451406,394.14663509220725,5376.261740257919
ID315,C,2438.715869467024,373.5072305444005,-2072.5600129418985
ID316,C,2666.2223845569197,396.48306553115214,-2274.900480905207
ID317,B,2570.743435367718,360.08101783883325,5136.246882274736
ID318,B,2503.4147319734166,403.98587579762403,5001.27538944574
ID319,B,2301.2614481389915,414.0507526415229,4611.51352676392
ID320,A,2435.5743533854607,380.6165253072639,5416.916666482306
ID321,C,2559.936147602989,400.93321871693814,-2147.375046159846
ID322,A,2430.681437543808,400.22721574330666,5269.1909206208375
ID323,C,2623.6519062614016,416.1872751483892,-2208.777813818
ID324,A,2513.7645127142214,379.8964451949963,5657.155589656429
ID325,C,2584.3217470252202,400.2561110003829,-2187.9584755684054
ID326,A,2534.240087558234,403.83854220932665,5592.74632493611
ID327,A,2489.079740471784,387.2170412617223,5541.30760491288
ID328,C,2419.62506446317,424.28970718932254,-1996.1171049726197
ID329,C,2612.2654840179634,409.1879394156524,-2198.403829461448
ID330,C,2482.689313385579,412.04417798867433,-2078.081185714771
ID331,B,2573.7222634947975,384.9595264395806,5142.176412917608
ID332,C,2471.9159390040813,398.29707011689595,-2081.357633678677
ID333,B,2340.925184879773,408.61931354629974,4690.290868964117
ID334,A,2516.2989918628728,399.1515982597365,5572.692870900925
ID335,A,2578.5589008035436,395.90065421763506,5763.333108120259
ID336,C,2442.3771372534607,371.3526878282093,-2079.8915007833075
ID337,C,2485.7455081044473,394.34247486814655,-2089.6645169833305
ID338,B,2724.0129642698857,407.1030109776139,5449.817481228253
ID339,C,2715.5386120573717,401.223323019613,-2320.163538885701
ID340,B,2502.794398172007,396.3979562619618,5004.666096896933
ID341,C,2555.6511705667176,395.50011082903774,-2138.875301694188
ID342,B,2558.283110512458,420.46741280863495,5114.363283601036
ID343,A,2757.319672844651,421.6015026295638,6171.169247444944
ID344,B,2543.1542008824254,421.01656090906783,5083.457823437025
ID345,B,2403.397021986827,390.46680540763145,4787.38341698436
ID346,B,2695.31334160269,415.6010375864247,5387.091837987597
ID347,C,2656.685204952142,396.2578159386374,-2273.6028320858836
ID348,C,2392.8655878462605,378.4101811388707,-2009.8196328666493
ID349,C,2624.0541815210904,405.06350790006684,-2217.359903614178
ID350,A,2400.7812961719733,400.21432566303145,5213.796480949908
ID351,C,2359.785285660105,410.1244775052124,-1944.2812967872965
ID352,B,2417.176367291722,400.12758436160306,4842.556367078272
ID353,B,2312.850908059675,369.7849421353019,4623.232319219835
ID354,C,2554.4255851673415,393.74569342988644,-2160.0639640531044
ID355,C,2603.2888740704816,404.082923098978,-2228.095684178534
ID356,A,2587.459299424241,352.4203436516597,5984.386105419146
ID357,B,2429.0696183952377,405.66820122301255,4842.533133392356
ID358,A,2485.62726503849,380.7108253244094,5567.107589868538
ID359,A,2515.8096077089863,403.2823457140687,5520.814200819124
ID360,C,2620.0225047212857,402.9886094557671,-2220.1870157067765
ID361,C,2651.685737611484,406.75642760088954,-2245.4137004204513
ID362,B,2618.1605040260415,411.1857569472708,5227.656578942319
ID363,C,2478.868387738701,380.40424501877146,-2115.6697010556013
ID364,B,2502.7469812534014,415.4200918535148,5006.669744595347
ID365,B,2434.759284754562,381.1783752741281,4877.652024109205
ID366,A,2439.7714779666276,402.13104943414515,5311.82166437976
ID367,C,2676.6735851125036,419.4331608083356,-2231.771317855199
ID368,C,2446.9486685747493,415.6869049934431,-2002.1777944843536
ID369,B,2534.39556253645,388.88209338353056,5058.05696045152
ID370,A,2528.4906428192894,401.4660713766183,5566.641730908779
ID371,C,2423.586324431312,407.7456206154022,-2021.96593652051
ID372,C,2240.6306559733903,388.73783083501434,-1839.0326976128908
ID373,C,2429.281729821082,386.16076624279856,-2043.1300343022913
ID374,C,2483.171878955051,391.47319340944364,-2095.3182166954675
ID375,C,2419.881287249621,403.8519590852323,-2012.3149933574011
ID376,A,2356.465075622652,391.02112182069,5116.839539633959
ID377,C,2546.8187359826597,400.15277235352,-2166.1272613566425
ID378,B,2374.514010844301,370.83133638948857,4739.518693525351
ID379,A,2514.563744349231,413.1152195875279,5471.73939024809
ID380,C,2518.0511208570597,398.7071113241589,-2126.906089268865
ID381,B,2664.3751187276675,389.6937186055361,5331.103308658905
ID382,A,2549.0771780877994,400.8480399474285,5645.84727502884
ID383,C,2230.1055127697105,394.26869473301497,-1833.8436940449812
ID384,C,2245.374325178562,391.83314658370955,-1829.3994581314598
ID385,B,2615.8555146935178,388.6393455395424,5236.288192032059
ID386,C,2555.661785387732,390.8708103178245,-2174.998593506933
ID387,A,2528.288256829993,414.93127695558724,5522.670441546521
ID388,C,2530.063656019318,418.3474396975466,-2105.0772908748363
ID389,A,2632.5149566759287,394.3448861973883,5927.007792545618
ID390,B,2450.4885326669582,435.9805189462275,4906.239979009896
ID391,B,2277.15210603755,388.5636065482,4574.25584768507
ID392,A,2398.340136434811,390.743558596984,5253.181938343107
ID393,A,2562.5734617626636,405.78584965541205,5656.468962593527
ID394,B,2489.524092244483,399.3023891157303,4954.602788820122
ID395,A,2460.330818848807,404.78066922173923,5352.759858921388
ID396,C,2673.4508861672907,413.934629041137,-2264.481599570558
ID397,B,2389.9302348153046,388.8602765286016,4767.012105693533
ID398,B,2530.1442376719965,405.93422323780004,5047.040495101677
ID399,A,2420.215807620983,393.5165978265739,5309.053901190059
ID400,A,2332.1669520279697,392.41967957587417,5004.232975967192
ID401,A,2614.942132866793,393.9045301713807,5887.9420874322095
ID402,A,2395.4867027006626,408.35809805236283,5153.211388217133
ID403,B,2491.96392383405,413.90316368024713,4939.578914172361
ID404,C,2699.3545804981954,410.9032074441394,-2282.4077399960292
ID405,B,2609.731929606947,382.4021582468602,5231.4128578772015
ID406,B,2513.8722040259777,400.0202627674457,5033.731439794869
ID407,C,2416.4553359825204,426.32954651351207,-1985.5733842894724
ID408,A,2582.6586757377904,402.39813739112174,5741.948690067503
ID409,A,2498.3417369373283,404.91329060589834,5462.592264048793
ID410,B,2332.427070571163,393.96874437183897,4668.790138333243
ID411,A,2350.341501243664,412.55356905083,4991.504286966558
ID412,B,2434.446443990284,404.9159823249814,4860.183208655784
ID413,B,2386.74488075108,395.41165573727073,4792.828763535988
ID414,A,2433.797738407995,372.9645757699385,5444.854120961025
ID415,A,2352.298496592356,374.5887653727383,5197.431026584226
ID416,A,2430.758442742531,392.0907449153835,5338.654446320831
ID417,A,2187.971571807661,423.653171845512,4447.87352601773
ID418,A,2600.2366295923134,396.0212502130667,5820.960366217512
ID419,C,2397.5973847337004,415.4977658940833,-1979.079171803708
ID420,A,2468.280951836674,399.87198687361206,5399.624380172137
ID421,C,2470.0543893707445,412.99769400081914,-2053.753477250745
ID422,B,2642.8930501952645,394.0229549327777,5281.094707316712
ID423,B,2378.456910580933,417.76552889227105,4760.846056480122
ID424,A,2602.9728018744945,401.0745546978621,5802.598627239684
ID425,C,2614.5350312198734,396.8153845804218,-2209.683885957616
ID426,A,2479.4202633158625,374.8361509267153,5572.4384370159405
ID427,A,2531.7312174415847,423.58595787278256,5489.47594694909
ID428,B,2772.7346905072527,388.2346662436377,5549.334617646883
ID429,B,2524.0283034104054,379.6806988592685,5062.569584566835
ID430,A,2527.029215245024,416.81349536473533,5491.283439220475
ID431,C,2489.0206221796693,417.19902671852014,-2063.9917336811727
ID432,B,2443.537976887354,388.9709613208338,4888.2649588925005
ID433,B,2506.9183171669615,400.2831359677457,5009.76516826098
ID434,B,2605.2575711952886,400.18099457617024,5217.119296305208
ID435,C,2414.7231536494037,388.7397797586086,-2023.190088837272
ID436,C,2670.86260376861,371.43092638652183,-2303.7251651956235
ID437,C,2583.2009334058016,396.388318245329,-2205.1876516045304
ID438,B,2448.257848509736,384.02974861568333,4889.918514877288
ID439,B,2560.289437254991,404.6616806795257,5108.208627564959
ID440,B,2429.3472768070633,396.2592418738693,4848.566531674345
ID441,C,2576.0821519906754,402.3459776791877,-2181.5199205068793
ID442,C,2484.9694794999245,400.31569977069177,-2057.3422844505403
ID443,C,2416.283380364746,393.4764133750489,-2013.675222543563
ID444,B,2712.666983094902,405.1990968358331,5413.5765153569655
ID445,B,2467.4621693106287,389.4188220473368,4944.288484104446
ID446,B,2613.0111972885097,413.27602200697487,5215.203331706602
ID447,A,2618.7676811940983,397.91008188815454,5855.097598521932
ID448,A,2676.73648044105,394.7628934466288,6062.848874416535
ID449,C,2458.4528506529905,365.21033477317496,-2092.103837515728
